_id,message_text,true_concept,selected_concept,alignment_rating,comments,creator_user_id,timestamp,evaluator_id,message_id
6817894ccc133ad35fd867db,"You know, that feeling when everything else fades into the background and you're completely absorbed in the task at hand? Time slips by, and progress just happens without even thinking about it. That kind of focus is your fuel—harness it, and there’s nothing you can’t push through.",Emotional arousal,Competence,7,I was hesitating between Competence and Emotional Arousal.,Expert E,2025-05-04T15:35:40.561Z,Expert B,681487760fa0b8913e24cc5a
68178998cc133ad35fd867e0,"Do you have what it takes to succeed in this task? We’re sure you do! You have the grit, the determination and the focus to perform well on these difficult challenges. ",Verbal persuasion,Verbal persuasion,9,"Actually if you tell me this one is for Competence, I will not really doubt that much ;)",Expert A,2025-05-04T15:36:56.472Z,Expert B,681487760fa0b8913e24cc30
68178a07cc133ad35fd867e5,"Can I grab some pom-poms and cheer you on for a sec? You've got the skills, the hustle, and the kind of determination it takes to crush this task. Whatever the challenge is, trust your ability—you’ve absolutely got this!\n",Verbal persuasion,Verbal persuasion,9,,Expert E,2025-05-04T15:38:47.001Z,Expert B,681487760fa0b8913e24cc32
68178abbcc133ad35fd867ec,"What's driving you to tackle this tough problem? You're doing great, and I think it's because you're staying true to yourself and your values. It's clear that you're not just looking for a quick fix, but a solution that you can really stand behind, and that's what's going to make it work.",Verbal persuasion,Competence,8,,Expert D,2025-05-04T15:41:47.812Z,Expert B,681487760fa0b8913e24cc2e
68178b74cc133ad35fd867f1,"How do you think others  will react if you don’t give your best effort? They might view you differently, right? But when you go the extra mile and meet expectations, you build a reputation that earns trust and opens doors to new opportunities.",Social Sanctions,Injunctive Norms,8,"Again, it feels very hard to distinguish Injunctive Norms and Social Sanctions. ",Expert E,2025-05-04T15:44:52.604Z,Expert B,681487760fa0b8913e24cc1d
68178c3bcc133ad35fd867f7,"What are your values? Do you value honesty, dedication and effort? Are your actions perfectly aligned with your values? Tackle the next challenges while staying true to what matters most to you.",Dissonance reduction,Self-concept,7,"If the inconsistency is there, then it makes sense to think that this message is for dissonance reduction. ",Expert A,2025-05-04T15:48:11.894Z,Expert B,681487760fa0b8913e24cc5e
68178dbacc133ad35fd867fd,"What is it about overcoming obstacles that makes you feel most proud of yourself? Is it the fact that you stayed committed to the challenge and your values, even when it was hard? When you can look back and say you gave it your all, without compromising what matters most, that is when you know you are truly growing.",Emotional arousal,Performance accomplishments,7,"Is it because this one mentioned ""proud"" so that it is for Emotional Arousal?",Expert C,2025-05-04T15:54:34.523Z,Expert B,681487760fa0b8913e24cc59
68178dffcc133ad35fd86803,"You're facing a tough problem - can you really handle it? Think about the last time you tackled something similar and nailed it. That wasn't luck, it was you, and you can do it again.",Performance accomplishments,Performance accomplishments,9,,Expert D,2025-05-04T15:55:43.558Z,Expert B,681487760fa0b8913e24cc1f
68178e4ccc133ad35fd86808,Are you aware that you are part of a community? It is a community of people dedicated to participate to the best of their abilities in challenging activities. You now have the opportunity to act as a member of that community.,Reference Group Identification,Reference Group Identification,10,Reference Group Identification feels really like Descriptive Norms..,Expert A,2025-05-04T15:57:00.869Z,Expert B,681487760fa0b8913e24cc3f
68178f2dcc133ad35fd8680e,"What's helping you tackle this tough challenge? Most people take their time and think things through when faced with something difficult. They also don't hesitate to ask for help when they're stuck, and that's what helps them stay true to themselves and find a solution they can be proud of.",Descriptive Norms,Vicarious experience,6,"Tell me why this is not Vicarious Experience LOL! OK so it does not mention people's success, but it is kinda hard to link this one to Descriptive Norms. Also, it might a bit off-topic, but ""They also don't hesitate to ask for help when they're stuck"" this part feel a bit..? Ask for help from whom (or what)?",Expert D,2025-05-04T16:00:45.394Z,Expert B,681487760fa0b8913e24cc47
68178f97cc133ad35fd86813,"Can you find a way to bridge the gap between what you're doing and what you stand for? It's like finding a missing piece that makes everything click into place, where your actions and values are in harmony. Sometimes, just a small tweak is all it takes to move forward with confidence. ",Dissonance reduction,Dissonance reduction,9,"OK, I know this one is for Dissonance Reduction, but it feels really weird to say this when the listener is not doing anything wrong, as it supposes that there is a gap but in reality there might be not. ",Expert E,2025-05-04T16:02:31.955Z,Expert B,681487760fa0b8913e24cc5d
68179090cc133ad35fd86819,"What happens when you rush through things? You're likely to lose people's trust. When you take the time to get it right, like Emily, you earn a reputation for being reliable and get more support from the team.",Social Sanctions,Vicarious experience,8,"When it says ""like Emily"" I thought it is giving examples of others so I selected Vicarious Experience. This one feels that it can also be an Injunctive norms message.. In addition, it might be better if the message does not say ""like Emily"", who is Emily? It feels strange.",Expert D,2025-05-04T16:06:40.673Z,Expert B,681487760fa0b8913e24cc1a
68179172cc133ad35fd8681f,"What's pushing you to give that extra effort on this task? It’s not just about personal achievement, it’s about showing the very best of what we are capable of. Your work reflects on all of us— so let’s share the pride together!",Reference Group Identification,Relatedness,6,"This one feels a bit... far-fetched if you say it is for Reference Group Identification. OK you can say ""let's share the pride together"" is to encourage one to align their pride to the group... And, who are this ""we""? To me it feels more like Relatedness but still, it is a bit strange..",Expert E,2025-05-04T16:10:26.218Z,Expert B,681487760fa0b8913e24cc40
68179266cc133ad35fd86824,"So, you're working on this tough problem and it's making you feel uneasy, right? It's like, you want to do what's right, but you're not sure if your actions are matching up with what you believe in. Can you find a way to align them, to make your actions and values feel more in sync, and wouldn't that feel amazing?",Dissonance reduction,Dissonance reduction,10,,Expert D,2025-05-04T16:14:30.582Z,Expert B,681487760fa0b8913e24cc5b
6817930ecc133ad35fd8682a,"Stop for a moment to think about what is driving your decisions. Are you making choices that align with what you truly care about, or are you compromising on some things to get to the finish line faster? Pay attention to when your actions and values do not quite match up. Explore that discrepancy can help us stay true to ourselves.",Cognitive inconsistency,Dissonance reduction,8,"Yeah again it is hard to distinguish Cognitive Inconsistency and Dissonance Arousal, and now also Dissonance Reduction...",Expert C,2025-05-04T16:17:18.123Z,Expert B,681487760fa0b8913e24cc3b
68179385cc133ad35fd8682f,"When you're working on a tough problem, don't you feel more motivated when you've got a team behind you? It's a great feeling to know you're understood and supported by the people you're working with. When that happens, you're more likely to give it your all and see things through.",Relatedness,Relatedness,9,"I like reading messages of Relatedness. They always feel quite warm. However, it does feel weird talking about ""a team"" all of a sudden. Who are they? Why suddenly I've got a team behind me? It feels it is from nowhere...",Expert D,2025-05-04T16:19:17.641Z,Expert B,681487760fa0b8913e24cc42
6817940fcc133ad35fd86835,What's your gut telling you about how you're approaching these problems? Do you sense any contradictions in the ways you think or feel about your approach? It's worth reflecting on what's important to you and to act accordingly.,Cognitive inconsistency,Dissonance arousal,8,🎵Tell me why🎵 why.. why this is not Dissonance Arousal or Dissonance Reduction.....,Expert A,2025-05-04T16:21:35.721Z,Expert B,681487760fa0b8913e24cc3c
68179452cc133ad35fd8683a,What would other people do if they were in your shoes? Which behaviors are acceptable and which ones are unacceptable? Are there behaviors that people should encourage and others that should be punished?,Injunctive Norms,Injunctive Norms,10,"It is so obvious that this one is for Injunctive Norms, thank you the creator!",Expert A,2025-05-04T16:22:42.496Z,Expert B,681487760fa0b8913e24cc26
681794b7cc133ad35fd8683f,Are you noticing how you approach problems in a way that feels uniquely yours? It's like you're drawing from a personal compass that guides your decisions. Trust that inner guide and let it steer you towards solutions that feel authentic and true to who you're becoming.,Self-concept,Autonomy,9,I know right?! This should be Self-Concept! But it is so similar to Autonomy!,Expert A,2025-05-04T16:24:23.366Z,Expert B,681487760fa0b8913e24cc37
68179538cc133ad35fd86845,Can you think of a time where you felt competent at doing a challenging task?  Doing challenging tasks can be frustrating at first but it's amazing how hard work can make you progress and become competent. ,Competence,Competence,10,,Expert A,2025-05-04T16:26:32.567Z,Expert B,681487760fa0b8913e24cc55
68179670cc133ad35fd8684b,"What has gotten you through tough spots before? It is probably the fact that you've learned to break things down into smaller parts and tackle them one by one. Every obstacle you have overcome so far has shaped your approach to challenges. You have built a track record of solving problems like this, and that is what is gonna help you stay focused on what matters most to you as you work through this challenge.",Performance accomplishments,Self-concept,8,"I was hesitating between Self-Concept and Performance Accomplishments. But as Performance Accomplishments focuses on ""taking on a new challenge and successfully completing it"" I did not choose this concept. But it one says facing ""new challenge"" can be past experience and the experience of the current challenge, then it also makes a lot of senses.",Expert C,2025-05-04T16:31:44.561Z,Expert B,681487760fa0b8913e24cc22
68179699cc133ad35fd86850,"Imagine trying to stay true to yourself while working on this tough project. What kind of crew do you want to identify with, and how do their values impact the choices you make? It is like, when you are part of a group that is all about innovation, you are more likely to take risks and try new things, because that is what your crew is all about.",Reference Group Identification,Reference Group Identification,10,,Expert C,2025-05-04T16:32:25.892Z,Expert B,681487760fa0b8913e24cc41
681796b5cc133ad35fd86855,"Have you ever noticed how the success of others can spark something in you? Their achievements remind us that overcoming challenges is possible and growth is always within reach. Let their journey inspire your own—if they can do it, so can you!",Vicarious experience,Vicarious experience,10,,Expert E,2025-05-04T16:32:53.176Z,Expert B,681487760fa0b8913e24cc64
681796d5cc133ad35fd8685a,Can you remember a situation where you tackled a new challenge and were successful in completing it? Did you experience a sense of mastery? By tackling the challenges in this task you may again experience a sense of mastery and accomplishment.,Performance accomplishments,Performance accomplishments,10,,Expert A,2025-05-04T16:33:25.418Z,Expert B,681487760fa0b8913e24cc21
68179708cc133ad35fd8685f,What's the best part of having people who genuinely care about you? It's like having a safety net—you feel more confident to take risks and be your best self.  Knowing they're there to support you makes it feel like you can handle anything that comes your way.,Relatedness,Relatedness,10,,Expert E,2025-05-04T16:34:16.827Z,Expert B,681487760fa0b8913e24cc44
68179751cc133ad35fd86865,"Can you think of a time when you saw someone tackle a difficult project with honesty and transparency? What did you think about their behavior? When we are working on something challenging, we often look to others who are doing it well, and we might find that they are all taking similar approaches, like being open about their mistakes or willing to learn from feedback.",Descriptive Norms,Descriptive Norms,10,,Expert C,2025-05-04T16:35:29.337Z,Expert B,681487760fa0b8913e24cc4b
681797e4cc133ad35fd8686a,"Imagine you are feeling stuck on a project, and it is not just about the task itself. How is it like? Is it like there is a quiet voice in the back of your mind saying, ""Hey, does this really feel like me?"" Ask yourself: What one change you could make to bring your actions and values closer together?",Dissonance reduction,Dissonance arousal,6,"I know this one is about Dissonance Arousal or Reduction. However, this one feels a bit incoherent.. why suddenly ""does this really feel like me"" only after ""you are feeling stuck on a project, and it is not just about the task itself""?",Expert C,2025-05-04T16:37:56.311Z,Expert B,681487760fa0b8913e24cc5f
6817989ecc133ad35fd86870,"Are you being true to yourself as you tackle this problem? You're saying you want a solution that really works, but you're also taking shortcuts. Don't you think it's interesting that these two approaches can coexist?",Cognitive inconsistency,Cognitive inconsistency,10,"The same problem of this one, is that it presumes the reader is ""taking shortcuts"". Unless this one is shown when the system really detects that the reader is ""taking shortcuts"". ",Expert D,2025-05-04T16:41:02.170Z,Expert B,681487760fa0b8913e24cc38
68179919cc133ad35fd86875,"Imagine that you are stuck on one challenge, and it is really testing you. What do you do when you hit a roadblock - do you give up, or do you keep trying, learning from what did not work last time? When you persist and finally figure it out, you will realize that it was the process of trying, failing, and trying again that made you better at it.",Competence,Performance accomplishments,8,"This one can be Self-Concept, Performance Accomplishments, and Competence, all at once...",Expert C,2025-05-04T16:43:05.007Z,Expert B,681487760fa0b8913e24cc54
68179993cc133ad35fd8687b,"What kind of emotions do you experience when tackling difficult challenges? Do you feel a rush of excitement, or maybe a sense of frustration? Your emotions can be the fuel that drives you to keep pushing forward, and to succeed.",Emotional arousal,Emotional arousal,10,"Thank you the creator, this one is clearly for Emotional Arousal.",Expert A,2025-05-04T16:45:07.562Z,Expert B,681487760fa0b8913e24cc58
681799b9cc133ad35fd86880,"What's it about working on a project that really matters to you, that makes you want to put in the extra effort? Is it that you feel like it's a reflection of yourself, and you get to decide how it's done? When you're able to make choices that align with what's important to you, doesn't that make all the difference in how you approach the challenge?",Autonomy,Autonomy,10,,Expert D,2025-05-04T16:45:45.880Z,Expert B,681487760fa0b8913e24cc4c
68179a33cc133ad35fd86885,"What's one challenge you've overcome that still makes you feel proud? It’s a solid proof that you’ve got the skills to tackle anything that comes your way! You can tap into that same energy to crush this task, because it's not  about what you’ve done - it's about what you're capable of.",Performance accomplishments,Competence,9,"Yeah, so this one again feels like both Performance Accomplishments and Competence. ",Expert E,2025-05-04T16:47:47.638Z,Expert B,681487760fa0b8913e24cc23
68179a6bcc133ad35fd8688a,"What does it mean when your work feels authentic? It’s like putting your stamp on it—saying, 'This is me, this is mine.' When you leave a piece of yourself in what you do, your work truly becomes meaningful and in return, it shapes and strengthens who you are.",Self-concept,Autonomy,9,This one can be both Autonomy and Self-concept.,Expert E,2025-05-04T16:48:43.087Z,Expert B,681487760fa0b8913e24cc36
68179abecc133ad35fd86890,What is it about overcoming obstacles that makes you feel more capable? Each challenge reveals that you're stronger than you thought. There's something powerful about pushing yourself beyond your comfort zone—you're building a strength that will carry you forward.,Competence,Performance accomplishments,8,"Again, this one can be both Competence and Performance Accomplishments. ",Expert E,2025-05-04T16:50:06.013Z,Expert B,681487760fa0b8913e24cc53
68179b05cc133ad35fd86895,"So, you are working on something that's really pushing you. Can you think of what makes you, you – like, what sets you apart from others? When you make choices that honor those unique qualities, you feel like you are on the right path, like you are being true to yourself?",Self-concept,Self-concept,10,This one somehow has captured the distinct between Autonomy and Self-Concept I would say.,Expert C,2025-05-04T16:51:17.532Z,Expert B,681487760fa0b8913e24cc35
68179b86cc133ad35fd8689a,What's happening when you feel like you're stuck between who you are and what you're doing? It's like a whisper in your head reminding you that something's off. You can replace that whisper with a quiet sense of alignment—simply by shifting your actions to match your values.,Dissonance arousal,Dissonance reduction,9,"Again, hard to distinguish Dissonance Arousal and Dissonance Reduction. And I feel this one belongs to both. At the beginning this one is trying to arise the dissonance, but in the end it says ""You can replace that whisper with a quiet sense of alignment—simply by shifting your actions to match your values"" which I think is trying to tell the reader how to reduce that dissonance. So it is both. ",Expert E,2025-05-04T16:53:26.201Z,Expert B,681487760fa0b8913e24cc2b
68179ba5cc133ad35fd8689f,"Can you imagine someone like you, investing themselves in doing this task well and succeeding? You can do that too! Through sustained effort you are capable of becoming a master of these tasks, just like them.",Vicarious experience,Vicarious experience,10,,Expert A,2025-05-04T16:53:57.479Z,Expert B,681487760fa0b8913e24cc62
68179bcdcc133ad35fd868a4,"Can you think about all the people that are impacted by how you behave? When you feel like your work is genuinely connected to others, it's amazing how much more meaningful it becomes. ",Relatedness,Relatedness,10,This one is an interesting take of Relatedness. I like it. ,Expert A,2025-05-04T16:54:37.991Z,Expert B,681487760fa0b8913e24cc46
68179c08cc133ad35fd868aa,"What's driving you to tackle this problem in a certain way? You're making choices that reflect what's important to you, right? It's when your actions align with what you stand for that you'll feel most proud of what you've accomplished.",Self-concept,Self-concept,9,,Expert D,2025-05-04T16:55:36.585Z,Expert B,681487760fa0b8913e24cc33
68179d0acc133ad35fd868af,"What is at stake when you are working on a tough project? You are not just building something, you are building a reputation. When you prioritize integrity and do things the right way, you are more likely to get recognition and respect from your peers and community.",Social Sanctions,Injunctive Norms,7,"I think I made this one? And now I'd like to categorize it into Injunctive Norms. But it one takes it as persuading one do to something to dissuade one to not to do something, it perhaps also works to categorize it into Social Sanctions...",Expert C,2025-05-04T16:59:54.840Z,Expert B,681487760fa0b8913e24cc1e
68179d4fcc133ad35fd868b5,Can you think of a time when you were working on a project and someone's positive feedback really boosted your confidence? What was it about their words that made you feel like you were on the right track? It is that kind of encouragement that can help you stay committed to finding a solution that aligns with your values and goals.,Verbal persuasion,Verbal persuasion,9,This one can also be Self-Concept I think.,Expert C,2025-05-04T17:01:03.672Z,Expert B,681487760fa0b8913e24cc31
681871cacc133ad35fd869a5,"You're really invested in this project. What's going on when you switch between being meticulous and just getting things done? It's like you're balancing two different mindsets, and that's pretty interesting to notice.",Cognitive inconsistency,Cognitive inconsistency,5,,Expert B,2025-05-05T08:07:38.770Z,Expert A,681487760fa0b8913e24cc39
68187213cc133ad35fd869aa,"Imagine you are feeling stuck on a project, and it is not just about the task itself. How is it like? Is it like there is a quiet voice in the back of your mind saying, ""Hey, does this really feel like me?"" Ask yourself: What one change you could make to bring your actions and values closer together?",Dissonance reduction,Dissonance reduction,7,,Expert C,2025-05-05T08:08:51.969Z,Expert A,681487760fa0b8913e24cc5f
68187273cc133ad35fd869b0,"What gets you going when you're tackling something tough? Is it knowing that someone believes in you? When you feel seen and valued, it's like a weight's been lifted, and you can focus on what really matters.",Relatedness,Relatedness,6,,Expert B,2025-05-05T08:10:27.962Z,Expert A,681487760fa0b8913e24cc43
681872abcc133ad35fd869b5,"So, you are working on something that's really pushing you. Can you think of what makes you, you – like, what sets you apart from others? When you make choices that honor those unique qualities, you feel like you are on the right path, like you are being true to yourself?",Self-concept,Self-concept,7,,Expert C,2025-05-05T08:11:23.311Z,Expert A,681487760fa0b8913e24cc35
681872e2cc133ad35fd869ba,"What's the feeling you get when you're fully immersed in a challenge? It's like your mind is racing, but in a good way - you're completely absorbed. Does that feeling of being 'in the zone' help you stay honest with yourself about what you're really working towards?",Emotional arousal,Performance accomplishments,2,,Expert B,2025-05-05T08:12:18.024Z,Expert A,681487760fa0b8913e24cc57
68187342cc133ad35fd869bf,"What happens when you rush through things? You're likely to lose people's trust. When you take the time to get it right, like Emily, you earn a reputation for being reliable and get more support from the team.",Social Sanctions,Social Sanctions,5,,Expert D,2025-05-05T08:13:54.864Z,Expert A,681487760fa0b8913e24cc1a
681873a8cc133ad35fd869c5,"You know that feeling when you're working on something and it finally clicks? It's like you've unlocked a new level of understanding. Can you tap into that feeling and trust that you have what it takes to figure things out, even when it's tough?",Competence,Performance accomplishments,5,,Expert B,2025-05-05T08:15:36.599Z,Expert A,681487760fa0b8913e24cc52
681873e8cc133ad35fd869ca,"What's driving you to tackle this tough task? You're not just looking to get it done, you're looking to do it right, and that's what matters. It's that sense of pride and satisfaction that comes from knowing you gave it your all and stayed true to yourself that makes all the hard work worth it.",Competence,Competence,6,,Expert D,2025-05-05T08:16:40.827Z,Expert A,681487760fa0b8913e24cc51
68187417cc133ad35fd869cf,"What's holding you back from tackling this challenge head-on? Is it because you're worried that your approach might not perfectly reflect your values? Can you think of a way to adjust your strategy so that it feels more authentic, more like something you can proudly stand behind?",Dissonance reduction,Dissonance reduction,7,,Expert B,2025-05-05T08:17:27.459Z,Expert A,681487760fa0b8913e24cc5c
6818743ecc133ad35fd869d4,"Can I grab some pom-poms and cheer you on for a sec? You've got the skills, the hustle, and the kind of determination it takes to crush this task. Whatever the challenge is, trust your ability—you’ve absolutely got this!\n",Verbal persuasion,Verbal persuasion,9,,Expert E,2025-05-05T08:18:06.789Z,Expert A,681487760fa0b8913e24cc32
68187487cc133ad35fd869d9,"What is it about overcoming obstacles that makes you feel most proud of yourself? Is it the fact that you stayed committed to the challenge and your values, even when it was hard? When you can look back and say you gave it your all, without compromising what matters most, that is when you know you are truly growing.",Emotional arousal,Self-concept,4,,Expert C,2025-05-05T08:19:19.536Z,Expert A,681487760fa0b8913e24cc59
681874cacc133ad35fd869df,What is it about overcoming obstacles that makes you feel more capable? Each challenge reveals that you're stronger than you thought. There's something powerful about pushing yourself beyond your comfort zone—you're building a strength that will carry you forward.,Competence,Self-concept,5,,Expert E,2025-05-05T08:20:26.821Z,Expert A,681487760fa0b8913e24cc53
681874fdcc133ad35fd869e4,What's the best part of having people who genuinely care about you? It's like having a safety net—you feel more confident to take risks and be your best self.  Knowing they're there to support you makes it feel like you can handle anything that comes your way.,Relatedness,Relatedness,7,,Expert E,2025-05-05T08:21:17.514Z,Expert A,681487760fa0b8913e24cc44
6818752fcc133ad35fd869e9,What does it take to deliver work you can be proud of? It starts with staying true to the non-negotiables expected of you. Committing to those principles is what earns you both respect and trust.,Injunctive Norms,Competence,4,,Expert E,2025-05-05T08:22:07.086Z,Expert A,681487760fa0b8913e24cc27
68187556cc133ad35fd869ee,"What happens when you're working on something and you don't quite give it your all? You're gonna feel it, right - that uneasy feeling that you're not being true to yourself? It's like your actions and your values are at odds, and that tension is gonna stick with you until you find a way to make things right.",Dissonance arousal,Dissonance arousal,9,,Expert D,2025-05-05T08:22:46.956Z,Expert A,681487760fa0b8913e24cc29
681875a2cc133ad35fd869f3,"Imagine you are faced with a tough decision. Are you thinking about how others might view your actions, and how that might impact your relationships with them? It is about being mindful of the unwritten rules that guide our behavior, and letting those guide you towards choices that align with your values and principles.",Injunctive Norms,Social Sanctions,5,,Expert C,2025-05-05T08:24:02.100Z,Expert A,681487760fa0b8913e24cc28
681875d2cc133ad35fd869f8,Can you think of a time when you were working on a project and someone's positive feedback really boosted your confidence? What was it about their words that made you feel like you were on the right track? It is that kind of encouragement that can help you stay committed to finding a solution that aligns with your values and goals.,Verbal persuasion,Relatedness,5,,Expert C,2025-05-05T08:24:50.027Z,Expert A,681487760fa0b8913e24cc31
681875ffcc133ad35fd869fe,"Imagine trying to stay true to yourself while working on this tough project. What kind of crew do you want to identify with, and how do their values impact the choices you make? It is like, when you are part of a group that is all about innovation, you are more likely to take risks and try new things, because that is what your crew is all about.",Reference Group Identification,Reference Group Identification,7,,Expert C,2025-05-05T08:25:35.644Z,Expert A,681487760fa0b8913e24cc41
