_id,message_ratings[0].message_id,message_ratings[1].message_id,message_ratings[2].message_id,message_ratings[3].message_id,message_ratings[0].message_text,message_ratings[1].message_text,message_ratings[2].message_text,message_ratings[3].message_text,message_ratings[0].creator_user_id,message_ratings[1].creator_user_id,message_ratings[2].creator_user_id,message_ratings[3].creator_user_id,message_ratings[0].rating,message_ratings[1].rating,message_ratings[2].rating,message_ratings[3].rating,comments,timestamp,evaluator_id,concept_name
6818e376cc133ad35fd86c00,681487760fa0b8913e24cc29,681487760fa0b8913e24cc2a,681487760fa0b8913e24cc2b,681487760fa0b8913e24cc2c,"What happens when you're working on something and you don't quite give it your all? You're gonna feel it, right - that uneasy feeling that you're not being true to yourself? It's like your actions and your values are at odds, and that tension is gonna stick with you until you find a way to make things right.","What's it like when you're trying to move forward, but something inside you is holding back? You're putting in the time, but it doesn't feel authentic, like you're not being fully honest with yourself. Can you think of a time when you felt that disconnect, and how did you work to bring your actions and values back into sync?",What's happening when you feel like you're stuck between who you are and what you're doing? It's like a whisper in your head reminding you that something's off. You can replace that whisper with a quiet sense of alignment—simply by shifting your actions to match your values.,"What is the first thing that comes to mind when you are proud of what you have accomplished? You feel good, right? But when you did something that does not quite live up to your own standards – doesn't that feeling of pride turn into something else, like a nagging voice that won't let you move on?",Expert D,Expert B,Expert E,Expert C,7,4,5,6,,2025-05-05T16:12:38.462Z,Expert A,Dissonance arousal
6818e3e7cc133ad35fd86c03,681487760fa0b8913e24cc5b,681487760fa0b8913e24cc5c,681487760fa0b8913e24cc5d,681487760fa0b8913e24cc5f,"So, you're working on this tough problem and it's making you feel uneasy, right? It's like, you want to do what's right, but you're not sure if your actions are matching up with what you believe in. Can you find a way to align them, to make your actions and values feel more in sync, and wouldn't that feel amazing?","What's holding you back from tackling this challenge head-on? Is it because you're worried that your approach might not perfectly reflect your values? Can you think of a way to adjust your strategy so that it feels more authentic, more like something you can proudly stand behind?","Can you find a way to bridge the gap between what you're doing and what you stand for? It's like finding a missing piece that makes everything click into place, where your actions and values are in harmony. Sometimes, just a small tweak is all it takes to move forward with confidence. ","Imagine you are feeling stuck on a project, and it is not just about the task itself. How is it like? Is it like there is a quiet voice in the back of your mind saying, ""Hey, does this really feel like me?"" Ask yourself: What one change you could make to bring your actions and values closer together?",Expert D,Expert B,Expert E,Expert C,5,8,4,3,,2025-05-05T16:14:31.740Z,Expert A,Dissonance reduction
6818e469cc133ad35fd86c07,681487760fa0b8913e24cc56,681487760fa0b8913e24cc57,681487760fa0b8913e24cc59,681487760fa0b8913e24cc5a,"What happens when you're faced with a tough problem - do you feel more alert, more focused? You're not just reacting to the challenge, you're tapping into a inner drive that helps you push through. This energy, it's what helps you stay true to yourself and your goals, even when things get tough.","What's the feeling you get when you're fully immersed in a challenge? It's like your mind is racing, but in a good way - you're completely absorbed. Does that feeling of being 'in the zone' help you stay honest with yourself about what you're really working towards?","What is it about overcoming obstacles that makes you feel most proud of yourself? Is it the fact that you stayed committed to the challenge and your values, even when it was hard? When you can look back and say you gave it your all, without compromising what matters most, that is when you know you are truly growing.","You know, that feeling when everything else fades into the background and you're completely absorbed in the task at hand? Time slips by, and progress just happens without even thinking about it. That kind of focus is your fuel—harness it, and there’s nothing you can’t push through.",Expert D,Expert B,Expert C,Expert E,6,4,4,5,Don't really like any of these; sound a lot like the other performance concept.,2025-05-05T16:16:41.994Z,Expert A,Emotional arousal
6818e4d3cc133ad35fd86c0a,681487760fa0b8913e24cc24,681487760fa0b8913e24cc25,681487760fa0b8913e24cc27,681487760fa0b8913e24cc28,"So, what drives you to tackle tough problems with integrity? You're more likely to stay on track when you know what's expected of you, right? It's about doing what's right, even when it's hard, because you know that's what's valued here.","What's the best way to handle a difficult project? You're probably thinking about how to get it done, but have you thought about how you want to get it done? It's about being true to your values and doing what you know is right, even when it's tough, because that's what matters most in the end.",What does it take to deliver work you can be proud of? It starts with staying true to the non-negotiables expected of you. Committing to those principles is what earns you both respect and trust.,"Imagine you are faced with a tough decision. Are you thinking about how others might view your actions, and how that might impact your relationships with them? It is about being mindful of the unwritten rules that guide our behavior, and letting those guide you towards choices that align with your values and principles.",Expert D,Expert B,Expert E,Expert C,2,3,4,8,,2025-05-05T16:18:27.093Z,Expert A,Injunctive Norms
6818e530cc133ad35fd86c0e,681487760fa0b8913e24cc1f,681487760fa0b8913e24cc20,681487760fa0b8913e24cc22,681487760fa0b8913e24cc23,"You're facing a tough problem - can you really handle it? Think about the last time you tackled something similar and nailed it. That wasn't luck, it was you, and you can do it again.","What's one thing you've worked on that you're really proud of? It's probably something that was tough at first, but you figured it out. Can you think of the effort you made in that situation that truly helped you succeed, and how you can apply that same approach to what you're working on now?","What has gotten you through tough spots before? It is probably the fact that you've learned to break things down into smaller parts and tackle them one by one. Every obstacle you have overcome so far has shaped your approach to challenges. You have built a track record of solving problems like this, and that is what is gonna help you stay focused on what matters most to you as you work through this challenge.","What's one challenge you've overcome that still makes you feel proud? It’s a solid proof that you’ve got the skills to tackle anything that comes your way! You can tap into that same energy to crush this task, because it's not  about what you’ve done - it's about what you're capable of.",Expert D,Expert B,Expert C,Expert E,3,6,4,3,,2025-05-05T16:20:00.194Z,Expert A,Performance accomplishments
6818e5d6cc133ad35fd86c11,681487760fa0b8913e24cc3d,681487760fa0b8913e24cc3e,681487760fa0b8913e24cc40,681487760fa0b8913e24cc41,"You're working hard on this task, and it's great to see. What drives you to make tough choices when it's not easy? It's your connection to our group's values, right, and wanting to make decisions that align with what we stand for?","When you're stuck on a difficult project, what helps you decide how to move forward? Is it thinking about the kind of spirit and effort your team is known for? You're part of a group that prides itself on creative solutions, so that mindset guides your choices, even when it's tough.","What's pushing you to give that extra effort on this task? It’s not just about personal achievement, it’s about showing the very best of what we are capable of. Your work reflects on all of us— so let’s share the pride together!","Imagine trying to stay true to yourself while working on this tough project. What kind of crew do you want to identify with, and how do their values impact the choices you make? It is like, when you are part of a group that is all about innovation, you are more likely to take risks and try new things, because that is what your crew is all about.",Expert D,Expert B,Expert E,Expert C,1,2,2,5,"Don't like the mention of ""innovation"" in message 4; too specific.",2025-05-05T16:22:46.074Z,Expert A,Reference Group Identification
6818e688cc133ad35fd86c15,681487760fa0b8913e24cc42,681487760fa0b8913e24cc43,681487760fa0b8913e24cc44,681487760fa0b8913e24cc45,"When you're working on a tough problem, don't you feel more motivated when you've got a team behind you? It's a great feeling to know you're understood and supported by the people you're working with. When that happens, you're more likely to give it your all and see things through.","What gets you going when you're tackling something tough? Is it knowing that someone believes in you? When you feel seen and valued, it's like a weight's been lifted, and you can focus on what really matters.",What's the best part of having people who genuinely care about you? It's like having a safety net—you feel more confident to take risks and be your best self.  Knowing they're there to support you makes it feel like you can handle anything that comes your way.,"Imagine being how it is like when you are surrounded by people you deeply care about? You know, the ones who make you feel like you are home? When you are with them, you're more likely to open up and share your ideas, and that is when the magic happens and you are building a true connection with others.",Expert D,Expert B,Expert E,Expert C,1,4,6,3,,2025-05-05T16:25:44.941Z,Expert A,Relatedness
6818e6efcc133ad35fd86c18,681487760fa0b8913e24cc33,681487760fa0b8913e24cc34,681487760fa0b8913e24cc35,681487760fa0b8913e24cc36,"What's driving you to tackle this problem in a certain way? You're making choices that reflect what's important to you, right? It's when your actions align with what you stand for that you'll feel most proud of what you've accomplished.","When you're deep in a project, do you notice how it feels when your work is a perfect fit for who you are? It's like you're moving in sync with your own rhythm. What happens when that rhythm gets disrupted - do you take a step back to realign with what matters most to you?","So, you are working on something that's really pushing you. Can you think of what makes you, you – like, what sets you apart from others? When you make choices that honor those unique qualities, you feel like you are on the right path, like you are being true to yourself?","What does it mean when your work feels authentic? It’s like putting your stamp on it—saying, 'This is me, this is mine.' When you leave a piece of yourself in what you do, your work truly becomes meaningful and in return, it shapes and strengthens who you are.",Expert D,Expert B,Expert C,Expert E,3,2,8,9,,2025-05-05T16:27:27.367Z,Expert A,Self-concept
6818e742cc133ad35fd86c1b,681487760fa0b8913e24cc1a,681487760fa0b8913e24cc1b,681487760fa0b8913e24cc1d,681487760fa0b8913e24cc1e,"What happens when you rush through things? You're likely to lose people's trust. When you take the time to get it right, like Emily, you earn a reputation for being reliable and get more support from the team.","What's the secret to getting people to want to work with you? It's when you're transparent and own up to your mistakes. If you don't, you might find that people start to doubt your work and don't want to collaborate with you, but when you're honest and learn from your errors, you'll get more respect and better teamwork.","How do you think others  will react if you don’t give your best effort? They might view you differently, right? But when you go the extra mile and meet expectations, you build a reputation that earns trust and opens doors to new opportunities.","What is at stake when you are working on a tough project? You are not just building something, you are building a reputation. When you prioritize integrity and do things the right way, you are more likely to get recognition and respect from your peers and community.",Expert D,Expert B,Expert E,Expert C,3,6,7,9,,2025-05-05T16:28:50.193Z,Expert A,Social Sanctions
6818e78ccc133ad35fd86c1f,681487760fa0b8913e24cc2e,681487760fa0b8913e24cc2f,681487760fa0b8913e24cc31,681487760fa0b8913e24cc32,"What's driving you to tackle this tough problem? You're doing great, and I think it's because you're staying true to yourself and your values. It's clear that you're not just looking for a quick fix, but a solution that you can really stand behind, and that's what's going to make it work.",You're really close to breaking through on this challenge. What's it going to take for you to trust yourself and your abilities to get it done? It's your attention to detail and commitment to doing things right that's going to make all the difference.,Can you think of a time when you were working on a project and someone's positive feedback really boosted your confidence? What was it about their words that made you feel like you were on the right track? It is that kind of encouragement that can help you stay committed to finding a solution that aligns with your values and goals.,"Can I grab some pom-poms and cheer you on for a sec? You've got the skills, the hustle, and the kind of determination it takes to crush this task. Whatever the challenge is, trust your ability—you’ve absolutely got this!\n",Expert D,Expert B,Expert C,Expert E,2,2,4,10,,2025-05-05T16:30:04.073Z,Expert A,Verbal persuasion
